# Actionable Books — Full Summary Index
# Format: Title | Author | URL
# Total: 1148 summaries
#
Act Like a Leader, Think Like a Leader | Herminia Ibarra | https://www.actionablebooks.com/summaries/act-like-a-leader-think-like-a-leader/
Egonomics | David Marcum and Steve Smith | https://www.actionablebooks.com/summaries/egonomics/
The Relationship Engine | Ed Wallace | https://www.actionablebooks.com/summaries/the-relationship-engine/
Contagious Culture | Anese Cavanaugh | https://www.actionablebooks.com/summaries/contagious-culture/
Rework | David Heinemeier Hansson | https://www.actionablebooks.com/summaries/rework/
The Membership Economy | Robbie Kellman Baxter | https://www.actionablebooks.com/summaries/the-membership-economy/
How Full Is Your Bucket? | Donald O. Clifton | https://www.actionablebooks.com/summaries/how-full-is-your-bucket/
Little Bets | Peter Sims | https://www.actionablebooks.com/summaries/little-bets/
The Art of Learning | Josh Waitzkin | https://www.actionablebooks.com/summaries/the-art-of-learning/
Value Proposition Design | Alan Smith | https://www.actionablebooks.com/summaries/value-proposition-design/
Business Model You | Tim Clark | https://www.actionablebooks.com/summaries/business-model-you/
Good Boss, Bad Boss | Robert I. Sutton | https://www.actionablebooks.com/summaries/good-boss-bad-boss/
Crucial Confrontations | Al Switzler | https://www.actionablebooks.com/summaries/crucial-confrontations/
Running Lean | Ash Maurya | https://www.actionablebooks.com/summaries/running-lean/
How Will You Measure Your Life? | Clayton M. Christensen | https://www.actionablebooks.com/summaries/how-will-you-measure-your-life/
Willpower | John Tierney | https://www.actionablebooks.com/summaries/willpower/
Poke the Box | Seth Godin | https://www.actionablebooks.com/summaries/poke-the-box/
Reclaiming Conversation | Sherry Turkle | https://www.actionablebooks.com/summaries/reclaiming-conversation/
Kingdom Driven Entrepreneur | Antonina Geer | https://www.actionablebooks.com/summaries/kingdom-driven-entrepreneur/
Think Twice | Michael J. Mauboussin | https://www.actionablebooks.com/summaries/think-twice/
Deep Work | Cal Newport | https://www.actionablebooks.com/summaries/deep-work/
SNAP Selling | Jill Konrath | https://www.actionablebooks.com/summaries/snap-selling/
Living Forward | Daniel Harkavy | https://www.actionablebooks.com/summaries/living-forward/
Predictable Revenue | Aaron Ross | https://www.actionablebooks.com/summaries/predictable-revenue/
The Mackay MBA of Selling in the Real World | Harvey Mackay | https://www.actionablebooks.com/summaries/the-mackay-mba-of-selling-in-the-real-world/
Power of 2 | Rodd Wagner And Gale Muller | https://www.actionablebooks.com/summaries/power-of-2/
The Halo Effect | Phil Rosenzweig | https://www.actionablebooks.com/summaries/the-halo-effect/
Money: A Love Story | Kate Northrup | https://www.actionablebooks.com/summaries/money-a-love-story/
The Conquer Kit | Natalie Macneil | https://www.actionablebooks.com/summaries/the-conquer-kit/
Bad Leadership | Barbara Kellerman | https://www.actionablebooks.com/summaries/bad-leadership/
The Business of Kindness | Olivia Mcivor | https://www.actionablebooks.com/summaries/the-business-of-kindness/
Our Journey to Corporate Sanity | Ayelet Baron | https://www.actionablebooks.com/summaries/our-journey-to-corporate-sanity/
Switch | Chip And Dan Heath | https://www.actionablebooks.com/summaries/switch/
Growth Hacker Marketing | Ryan Holiday | https://www.actionablebooks.com/summaries/growth-hacker-marketing/
The Hard Hat | Jon Gordon | https://www.actionablebooks.com/summaries/the-hard-hat-2/
Likeonomics | Rohit Bhargava | https://www.actionablebooks.com/summaries/likeonomics/
The Rare Find | George Anders | https://www.actionablebooks.com/summaries/the-rare-find/
Start | Jon Acuff | https://www.actionablebooks.com/summaries/start/
The Rise of Theodore Roosevelt | Edmund Morris | https://www.actionablebooks.com/summaries/the-rise-of-theodore-roosevelt/
The Sense of Style | Steven Pinker | https://www.actionablebooks.com/summaries/the-sense-of-style/
Pitch Anything | Oren Klaff | https://www.actionablebooks.com/summaries/pitch-anything/
Sometimes You Win—Sometimes You Learn | John C. Maxwell | https://www.actionablebooks.com/summaries/sometimes-you-win-sometimes-you-learn/
Action! | Robert Ringer | https://www.actionablebooks.com/summaries/action/
Focus | Leo Babauta | https://www.actionablebooks.com/summaries/focus-use-different-ways-of-seeing-the-world-for-success-and-influence/
Before You Quit Your Job | Robert T. Kiyosaki | https://www.actionablebooks.com/summaries/before-you-quit-your-job/
Simply Brilliant | William Taylor | https://www.actionablebooks.com/summaries/simply-brilliant/
Back of the Napkin | Dan Roam | https://www.actionablebooks.com/summaries/back-of-the-napkin/
Be Excellent At Anything | Tony Schwartz | https://www.actionablebooks.com/summaries/be-excellent-at-anything-2/
FAST | Gordon Tredgold | https://www.actionablebooks.com/summaries/fast/
Margin | Richard A. Swenson | https://www.actionablebooks.com/summaries/margin/
The Power of Habit | Charles Duhigg | https://www.actionablebooks.com/summaries/the-power-of-habit-2/
Your Best Just Got Better | Jason W. Womack | https://www.actionablebooks.com/summaries/your-best-just-got-better/
The 5 AM Club | Michael Lombardi | https://www.actionablebooks.com/summaries/the-5-am-club/
The Closer’s Survival Guide | Grant Cardone | https://www.actionablebooks.com/summaries/the-closers-survival-guide/
The Other 8 Hours | Robert Pagliarini | https://www.actionablebooks.com/summaries/the-other-8-hours/
The Sociopath Next Door | Martha Stout | https://www.actionablebooks.com/summaries/the-sociopath-next-door/
Play | Stuart Brown | https://www.actionablebooks.com/summaries/play/
Stupid on Purpose | Mark Messick | https://www.actionablebooks.com/summaries/stupid-on-purpose/
The Art of the Pitch | Peter Coughter | https://www.actionablebooks.com/summaries/the-art-of-the-pitch/
The Millionaire Next Door | Thomas J. Stanley | https://www.actionablebooks.com/summaries/the-millionaire-next-door/
Enchantment | Guy Kawasaki | https://www.actionablebooks.com/summaries/enchantment/
Influence Redefined | Stacy Hanke | https://www.actionablebooks.com/summaries/influence-redefined/
Oversubscribed | Daniel Priestley | https://www.actionablebooks.com/summaries/oversubscribed/
The Five Dysfunctions of a Team | Patrick Lencioni | https://www.actionablebooks.com/summaries/the-five-dysfunctions-of-a-team/
Who Moved My Cheese | Spencer Johnson | https://www.actionablebooks.com/summaries/who-moved-my-cheese/
Flying Solo | Peter Crocker | https://www.actionablebooks.com/summaries/flying-solo/
Life Sinks or Soars | Rael Kalley | https://www.actionablebooks.com/summaries/life-sinks-or-soars/
Selling the Invisible | Harry Beckwith | https://www.actionablebooks.com/summaries/selling-the-invisible/
The Adventures of Johnny Bunko | Daniel Pink | https://www.actionablebooks.com/summaries/the-adventures-of-johnny-bunko/
Certain to Win | Chet Richards | https://www.actionablebooks.com/summaries/certain-to-win/
The Start-up of You | Ben Casnocha | https://www.actionablebooks.com/summaries/the-start-up-of-you/
Jack: Straight from the Gut | Jack Welch | https://www.actionablebooks.com/summaries/jack-straight-from-the-gut/
Stoking Your Innovation Bonfire | Braden Kelley | https://www.actionablebooks.com/summaries/stoking-your-innovation-bonfire/
Stumbling on Happiness | Daniel Gilbert | https://www.actionablebooks.com/summaries/stumbling-on-happiness/
Humanize | Jamie Notter | https://www.actionablebooks.com/summaries/humanize/
The Rise of Superman | Steven Kotler | https://www.actionablebooks.com/summaries/the-rise-of-superman/
Executive Presence | Harrison Monarth | https://www.actionablebooks.com/summaries/executive-presence/
Breaking the Fear Barrier | Tom Rieger | https://www.actionablebooks.com/summaries/breaking-the-fear-barrier/
The Best Place to Work | Ron Friedman | https://www.actionablebooks.com/summaries/the-best-place-to-work/
It’s Not About the Coffee | Howard Behar | https://www.actionablebooks.com/summaries/its-not-about-the-coffee/
The Art of Possibility | Benjamin Zander | https://www.actionablebooks.com/summaries/the-art-of-possibility-2/
The Dip | Seth Godin | https://www.actionablebooks.com/summaries/the-dip/
Leaders Eat Last | Simon Sinek | https://www.actionablebooks.com/summaries/leaders-eat-last/
Getting Things Done | David Allen | https://www.actionablebooks.com/summaries/getting-things-done/
The Right Kind of Crazy | Adam Steltzner | https://www.actionablebooks.com/summaries/the-right-kind-of-crazy/
Presence | Amy Cuddy | https://www.actionablebooks.com/summaries/presence/
The Martha Rules | Martha Stewart | https://www.actionablebooks.com/summaries/the-martha-rules/
Finish Big | Bo Burlingham | https://www.actionablebooks.com/summaries/finish-big/
Present Shock | Douglas Rushkoff | https://www.actionablebooks.com/summaries/present-shock/
Sales Management. Simplified. | Mike Weinberg | https://www.actionablebooks.com/summaries/sales-management-simplified/
Power Cues | Nick Morgan | https://www.actionablebooks.com/summaries/power-cues/
The Life-Changing Magic of Tidying Up | Marie Kondo | https://www.actionablebooks.com/summaries/the-life-changing-magic-of-tidying-up/
Breakthrough! | Alex Cornell | https://www.actionablebooks.com/summaries/breakthrough/
The Dream Manager | Matthew Kelly | https://www.actionablebooks.com/summaries/the-dream-manager/
First, Break All the Rules | Curt Coffman | https://www.actionablebooks.com/summaries/first-break-all-the-rules/
Naked Conversations | Robert Scoble | https://www.actionablebooks.com/summaries/naked-conversations/
The Age of Unreason | Charles Handy | https://www.actionablebooks.com/summaries/the-age-of-unreason/
Grow | Jim Stengel | https://www.actionablebooks.com/summaries/grow/
The Confidence Code | Claire Shipman | https://www.actionablebooks.com/summaries/the-confidence-code/
Traction | Gino Wickman | https://www.actionablebooks.com/summaries/traction/
Digital Sense | Chris J. Snook | https://www.actionablebooks.com/summaries/digital-sense/
Deep Change | Robert E. Quinn | https://www.actionablebooks.com/summaries/deep-change/
Team Genius | Michael S. Malone | https://www.actionablebooks.com/summaries/team-genius/
How to Live Dangerously | Warwick Cairns | https://www.actionablebooks.com/summaries/how-to-live-dangerously/
Think &amp; Grow Rich | Napoleon Hill | https://www.actionablebooks.com/summaries/think-grow-rich/
Branding Yourself | Erik Deckers | https://www.actionablebooks.com/summaries/branding-yourself/
Moving the Needle | Joe Sweeney | https://www.actionablebooks.com/summaries/moving-the-needle/
The Art of Non-Conformity | Chris Guillebeau | https://www.actionablebooks.com/summaries/the-art-of-non-conformity-2/
Conscious Business | Fred Kofman | https://www.actionablebooks.com/summaries/conscious-business/
Daring &amp; Disruptive | Lisa Messenger | https://www.actionablebooks.com/summaries/daring-disruptive/
Fearless Leadership | Loretta Malandro | https://www.actionablebooks.com/summaries/fearless-leadership/
The Leadership Pipeline | Jim Noel | https://www.actionablebooks.com/summaries/the-leadership-pipeline/
Conspiracy of the Rich | Robert T. Kiyosaki | https://www.actionablebooks.com/summaries/conspiracy-of-the-rich/
Zen to Done | Leo Babauta | https://www.actionablebooks.com/summaries/zen-to-done/
Mistakes I Made at Work | Jessica Bacal | https://www.actionablebooks.com/summaries/mistakes-i-made-at-work/
The Icarus Deception | Seth Godin | https://www.actionablebooks.com/summaries/the-icarus-deception/
Emotional Intelligence 2.0 | Jean Greaves | https://www.actionablebooks.com/summaries/emotional-intelligence-2-0/
Leading with Noble Purpose | Lisa Earle Mcleod | https://www.actionablebooks.com/summaries/leading-with-noble-purpose/
Mindset: The New Psychology of Success | Carol S. Dweck | https://www.actionablebooks.com/summaries/mindset-the-new-psychology-of-success/
You Don’t Want A Job | Joel D Canfield | https://www.actionablebooks.com/summaries/you-dont-want-a-job/
The Ultimate Question 2.0 | Fred Reichheld | https://www.actionablebooks.com/summaries/the-ultimate-question-2-0/
Linchpin | Seth Godin | https://www.actionablebooks.com/summaries/linchpin/
Making Yourself Indispensable | Mark Samuel | https://www.actionablebooks.com/summaries/making-yourself-indispensable/
Mastery | Robert Greene | https://www.actionablebooks.com/summaries/mastery/
Willpower | John Tierney | https://www.actionablebooks.com/summaries/willpower-pt-2/
A Special Calling | Gordon Bell | https://www.actionablebooks.com/summaries/a-special-calling/
Why Managing Sucks and How to Fix It | Cali Ressler | https://www.actionablebooks.com/summaries/why-managing-sucks/
InGenius | Tina Seelig | https://www.actionablebooks.com/summaries/ingenius/
Invaluable | Dave Crenshaw | https://www.actionablebooks.com/summaries/invaluable/
Scarcity | Eldar Shafir | https://www.actionablebooks.com/summaries/scarcity/
Lead with a Story | Paul Smith | https://www.actionablebooks.com/summaries/lead-with-a-story/
Reading the Room | David Kantor | https://www.actionablebooks.com/summaries/reading-the-room/
Unprocessed | Megan Kimble | https://www.actionablebooks.com/summaries/unprocessed/
Learning Leadership | Barry Z. Posner | https://www.actionablebooks.com/summaries/learning-leadership/
Seven Thousand Ways to Listen | Mark Nepo | https://www.actionablebooks.com/summaries/seven-thousand-ways-to-listen/
Mad Genius: A Manifesto for Entrepreneurs | Randy Gage | https://www.actionablebooks.com/summaries/mad-genius-a-manifesto-for-entrepreneurs/
Turning Pro | Steven Pressfield | https://www.actionablebooks.com/summaries/turning-pro/
The Plateau Effect | Bob Sullivan | https://www.actionablebooks.com/summaries/the-plateau-effect/
Eat Move Sleep | Tom Rath | https://www.actionablebooks.com/summaries/eat-move-sleep/
The First 20 Hours | Josh Kaufman | https://www.actionablebooks.com/summaries/the-first-20-hours/
Self-Reliance | Ralph Waldo Emerson | https://www.actionablebooks.com/summaries/self-reliance/
Small Move, Big Change | Caroline L. Arnold | https://www.actionablebooks.com/summaries/small-move-big-change/
How to Have a Good Day | Caroline Webb | https://www.actionablebooks.com/summaries/how-to-have-a-good-day/
Working For You Isn’t Working For Me | Katherine Crowley | https://www.actionablebooks.com/summaries/working-for-you-isnt-working-for-me/
Change Anything | Al Switzler | https://www.actionablebooks.com/summaries/change-anything/
Clients for Life | Andrew Sobel | https://www.actionablebooks.com/summaries/clients-for-life/
Humble Inquiry | Edgar Schein | https://www.actionablebooks.com/summaries/humble-inquiry/
The End of Average | Todd Rose | https://www.actionablebooks.com/summaries/the-end-of-average/
Reframe | Mona Patel | https://www.actionablebooks.com/summaries/reframe/
The Productivity Project | Chris Bailey | https://www.actionablebooks.com/summaries/the-productivity-project/
Trust Funnel | Brian G. Johnson | https://www.actionablebooks.com/summaries/trust-funnel/
Creative Confidence | David Kelley | https://www.actionablebooks.com/summaries/creative-confidence/
Great Work | David Sturt | https://www.actionablebooks.com/summaries/great-work/
The Slight Edge | Jeff Olson | https://www.actionablebooks.com/summaries/the-slight-edge-2/
My Blog Traffic Sucks | Steve Scott | https://www.actionablebooks.com/summaries/my-blog-traffic-sucks/
Persuasion | Arlene Dickinson | https://www.actionablebooks.com/summaries/persuasion/
Hacking Leadership | Mike Myatt | https://www.actionablebooks.com/summaries/hacking-leadership/
The Future of Happiness | Amy Blankson | https://www.actionablebooks.com/summaries/the-future-of-happiness/
Grow a Pair | Larry Winget | https://www.actionablebooks.com/summaries/grow-a-pair/
Lean In | Sheryl Sandberg | https://www.actionablebooks.com/summaries/lean-in/
Eat Move Sleep | Tom Rath | https://www.actionablebooks.com/summaries/eat-move-sleep-2/
Selling the Wheel | Howard Stevens | https://www.actionablebooks.com/summaries/selling-the-wheel/
The Nonprofit Strategy Revolution | David La Piana | https://www.actionablebooks.com/summaries/the-nonprofit-strategy-revolution/
Talk Lean | Alan Palmer | https://www.actionablebooks.com/summaries/talk-lean/
The Story Factor | Annette Simmons | https://www.actionablebooks.com/summaries/the-story-factor/
Success on Your Own Terms | James B. Rousseau Sr. | https://www.actionablebooks.com/summaries/success-on-your-own-terms/
The Likeability Factor | Tim Sanders | https://www.actionablebooks.com/summaries/the-likeability-factor/
Stretch | Barbara Mistick | https://www.actionablebooks.com/summaries/stretch-2/
Women on Board | Nancy Calderon | https://www.actionablebooks.com/summaries/women-on-board/
Built to Last | Jim Collins | https://www.actionablebooks.com/summaries/built-to-last/
Inspiring Entrepreneurs | Carissa Reiniger | https://www.actionablebooks.com/summaries/inspiring-entrepreneurs/
Keep ANY Promise | Karim H. Ismail | https://www.actionablebooks.com/summaries/keep-any-promise/
Simple Rules | Donald Sull | https://www.actionablebooks.com/summaries/simple-rules/
The Element | Sir Ken Robinson | https://www.actionablebooks.com/summaries/the-element/
Whiplash | Jeff Howe | https://www.actionablebooks.com/summaries/whiplash/
Crush It | Gary Vaynerchuk | https://www.actionablebooks.com/summaries/crush-it-2/
Crush It | Gary Vaynerchuk | https://www.actionablebooks.com/summaries/crush-it/
Success Built to Last | Jerry Porras | https://www.actionablebooks.com/summaries/success-built-to-last/
The 1% Principle | Tom O&#39;Neil | https://www.actionablebooks.com/summaries/the-1-principle/
Building a StoryBrand | Donald Miller | https://www.actionablebooks.com/summaries/building-a-storybrand/
The Other Kind of Smart | Harvey Deutschendorf | https://www.actionablebooks.com/summaries/the-other-kind-of-smart/
Above All Else | Chris Widener | https://www.actionablebooks.com/summaries/above-all-else/
Team of Teams: New Rules of Engagement for a Complex World | Chris Fussell | https://www.actionablebooks.com/summaries/team-of-teams-new-rules-of-engagement-for-a-complex-world/
Choose Yourself | James Altucher | https://www.actionablebooks.com/summaries/choose-yourself/
Who Will Cry When You Die? | Robin Sharma | https://www.actionablebooks.com/summaries/who-will-cry-when-you-die/
B-A-M! | Barry Moltz | https://www.actionablebooks.com/summaries/b-a-m/
Secrets of Closing the Sale | Zig Ziglar | https://www.actionablebooks.com/summaries/secrets-of-closing-the-sale/
Perfectly Yourself: 9 Lessons for Enduring Happiness | Matthew Kelly | https://www.actionablebooks.com/summaries/perfectly-yourself-9-lessons-for-enduring-happiness/
The Seven Habits of Highly Effective People – Part 1 | Stephen Covey | https://www.actionablebooks.com/summaries/seven-habits-of-highly-effective-people-part-1/
Think or Sink | Gina Mollicone Long | https://www.actionablebooks.com/summaries/think-or-sink/
The Opposable Mind | Roger Martin | https://www.actionablebooks.com/summaries/the-opposable-mind/
WorkQuake | Paul Glover | https://www.actionablebooks.com/summaries/workquake/
The Wisdom of Wooden | John Wooden | https://www.actionablebooks.com/summaries/the-wisdom-of-wooden/
Writing That Works | Joel Raphaelson | https://www.actionablebooks.com/summaries/writing-that-works/
Living In Your Top 1% | Alissa Finerman | https://www.actionablebooks.com/summaries/living-in-your-top-1/
Strategic Storytelling | Dave Mckinsey | https://www.actionablebooks.com/summaries/strategic-storytelling/
The 2020 Workplace | Jeanne C. Meister | https://www.actionablebooks.com/summaries/the-2020-workplace/
Before Happiness | Shawn Achor | https://www.actionablebooks.com/summaries/before-happiness/
Sacred Hoops | Phil Jackson | https://www.actionablebooks.com/summaries/sacred-hoops/
Strengths Based Leadership | Barry Conchie | https://www.actionablebooks.com/summaries/strengths-based-leadership/
Gamestorming | Dave Gray | https://www.actionablebooks.com/summaries/gamestorming/
How Not to Be Wrong | Jordan Ellenberg | https://www.actionablebooks.com/summaries/how-not-to-be-wrong/
The Ideal Team Player | Patrick Lencioni | https://www.actionablebooks.com/summaries/the-ideal-team-player/
Disrupting Class | Clayton M. Christensen | https://www.actionablebooks.com/summaries/disrupting-class/
Playing Big | Tara Mohr | https://www.actionablebooks.com/summaries/playing-big/
EDGY Conversations | Dan Waldschmidt | https://www.actionablebooks.com/summaries/edgy-conversations/
Shoe Dog | Phil Knight | https://www.actionablebooks.com/summaries/shoe-dog-2/
Blue Ocean Strategy | Ren√©E Mauborgne | https://www.actionablebooks.com/summaries/blue-ocean-strategy/
Visioneering | Andy Stanley | https://www.actionablebooks.com/summaries/visioneering/
The Leader Who Had No Title | Robin Sharma | https://www.actionablebooks.com/summaries/the-leader-who-had-no-title/
The Purpose Economy | Aaron Hurst | https://www.actionablebooks.com/summaries/the-purpose-economy/
Influence: The Psychology of Persuasion | Robert B. Cialdini | https://www.actionablebooks.com/summaries/influence-the-psychology-of-persuasion/
A Curious Mind | Brian Grazer | https://www.actionablebooks.com/summaries/a-curious-mind/
The Happiness of Pursuit | Chris Guillebeau | https://www.actionablebooks.com/summaries/the-happiness-of-pursuit/
The Power of Fifty Bits | Bob Nease | https://www.actionablebooks.com/summaries/the-power-of-fifty-bits/
BrainShift | Jeff Wilson | https://www.actionablebooks.com/summaries/brainshift/
Superforecasting | Dan Gardner | https://www.actionablebooks.com/summaries/superforecasting/
5 Conversations | Nick Cowley | https://www.actionablebooks.com/summaries/5-conversations/
Invisible Influence | Jonah Berger | https://www.actionablebooks.com/summaries/invisible-influence-2/
The Decision Maker | Dennis Bakke | https://www.actionablebooks.com/summaries/the-decision-maker/
The Righteous Mind | Jonathan Haidt | https://www.actionablebooks.com/summaries/the-righteous-mind/
Nice Companies Finish First | Peter Shankman | https://www.actionablebooks.com/summaries/nice-companies-finish-first/
Start at the End | Dave Lavinsky | https://www.actionablebooks.com/summaries/start-at-the-end/
Winning Body Language | Mark Bowden | https://www.actionablebooks.com/summaries/winning-body-language/
Hunch | Bernadette Jiwa | https://www.actionablebooks.com/summaries/hunch/
Under New Management | David Burkus | https://www.actionablebooks.com/summaries/under-new-management/
One Minute Millionaire | Mark Victor Hansen | https://www.actionablebooks.com/summaries/one-minute-millionaire/
The Greatness Guide: Book 2 | Robin Sharma | https://www.actionablebooks.com/summaries/the-greatness-guide-book-2/
Do Over | Jon Acuff | https://www.actionablebooks.com/summaries/do-over/
The Power of Your Subconscious Mind | Dr. Joseph Murphy | https://www.actionablebooks.com/summaries/the-power-of-your-subconscious-mind/
Quiet | Susan Cain | https://www.actionablebooks.com/summaries/quiet-2/
The Creative Habit | Twlya Tharp | https://www.actionablebooks.com/summaries/the-creative-habit/
Quick Team-Building Activities for Busy Managers | Brian Cole Miller | https://www.actionablebooks.com/summaries/quick-team-building-activities-for-busy-managers/
Resilience from the Heart | Gregg Braden | https://www.actionablebooks.com/summaries/resilience-from-the-heart/
Getting to Yes | Roger Fisher And William Ury | https://www.actionablebooks.com/summaries/getting-to-yes/
Great CEOs and How They Are Made | John Wilson | https://www.actionablebooks.com/summaries/great-ceos-and-how-they-are-made/
Coherence | Alan Watkins | https://www.actionablebooks.com/summaries/coherence/
The Wealthy Barber Returns | David Chilton | https://www.actionablebooks.com/summaries/the-wealthy-barber-returns/
